4444,39,63,240,185,815,285,257,485,5160,1048,0
3373,292,117,180,342,609,683,595,349,4080,7534,0
11163,2655,1654,240,1205,128,775,507,216,3960,39275,0
4988,124,9,240,287,476,975,708,815,5040,850,0
5607,488,400,150,255,308,620,778,128,4200,1359,0
12714,2057,694,90,1543,128,1130,724,441,3780,12784,0
5016,1447,551,180,1016,597,1050,977,815,5040,2166,0
12338,1065,526,210,700,233,255,149,815,2880,24449,1
2448,817,299,90,913,700,1275,839,349,3780,4442,0
1000,1466,781,180,805,671,975,785,349,372,246,1
13841,4112,3292,90,901,128,1400,1104,700,3840,2930,0
14190,4909,4319,90,620,299,820,541,700,3780,2526,1
11016,1446,302,240,1328,281,405,201,815,5160,1945,0
7143,1109,335,240,954,233,395,142,398,9700,2848,0
716,1595,1225,300,622,671,1045,864,609,1140,249,0
3414,151,56,135,180,815,285,167,485,5160,146,0
11718,1576,474,180,1248,609,674,562,256,4080,1433,0
6995,157,19,150,243,128,100,254,349,4230,246,0
4109,1194,160,240,1221,815,1020,828,671,4680,6286,0
12780,232,191,150,146,166,170,174,128,4200,738,0
956,5083,4928,90,271,520,1225,921,128,3780,1011,0
5732,1538,428,150,1201,411,610,575,128,4200,280,0
4586,797,85,135,808,815,215,139,128,4890,327,0
9641,1308,536,240,959,456,1030,802,128,3960,97,0
13017,783,629,90,207,671,820,843,700,3420,1210,1
3434,365,104,180,336,166,2010,1691,349,610,164,1
4269,101,44,135,146,815,285,193,485,5160,83,0
9533,106,72,150,123,614,455,180,815,3565,915,0
7388,809,215,150,694,366,120,168,128,4230,4096,1
22,358,32,300,565,609,825,681,815,6060,15795,1
13477,575,480,180,236,695,460,252,308,1440,7018,1
13308,654,261,240,585,441,976,996,128,3960,2739,1
2593,676,174,240,689,815,300,196,527,5100,3595,0
8621,1591,1427,210,314,663,255,153,815,3600,985,1
13024,3458,3277,90,225,671,820,635,700,3780,2596,1
10389,236,62,135,251,815,845,719,371,5220,1630,0
12816,354,291,240,253,445,970,806,128,4020,94,0
2901,246,41,90,491,579,1005,920,128,3780,65,0
12211,2416,2198,180,365,671,930,900,349,550,3571,0
6671,148,7,240,334,128,975,726,403,3960,1095,0
121,1595,1143,300,695,609,830,765,815,5310,25,0
8802,1182,43,90,1166,815,1220,1030,700,3780,39,0
10852,2843,43,240,2985,815,285,223,485,5160,1323,0
9006,88,24,240,271,128,1045,832,700,3960,464,0
4008,684,101,240,766,815,285,175,281,5100,1214,0
6610,545,55,300,764,233,760,568,798,3960,1395,0
13042,415,152,90,299,700,1470,971,476,3780,1007,0
11874,1309,876,270,641,349,205,248,524,3445,2907,1
6214,839,662,90,216,700,1935,1415,431,3780,2806,0
14611,434,420,195,149,441,700,713,349,385,1457,0
11030,872,71,240,994,815,265,198,614,5460,4238,0
866,392,93,180,415,216,735,498,815,2880,101,0
13201,623,194,90,454,700,2315,1517,411,3420,1699,0
305,2432,1700,150,831,456,1030,767,128,3960,2588,0
7427,14220,13315,300,1158,609,905,943,597,2760,1478,0
5602,478,288,240,470,431,735,785,128,3960,1122,0
12468,331,296,240,238,700,900,961,128,4140,3057,1
797,1073,612,150,626,134,220,175,128,4230,3405,1
8504,1250,323,90,957,256,1240,990,700,3840,2924,0
5086,685,650,360,335,187,655,691,349,550,3194,0
10725,119,44,135,141,815,215,198,128,4890,595,0
2329,140,291,300,59,216,690,970,798,3960,2272,1
3039,3734,3634,90,141,671,815,616,700,3780,2088,1
10466,104,88,135,99,815,285,240,485,5160,128,0
12309,265,224,210,161,388,600,383,349,1953,2064,1
111,216,137,150,168,431,795,577,815,2880,1218,0
11240,1385,122,150,1342,101,60,96,727,2880,330,1
12289,789,150,180,759,515,365,126,815,5605,30,0
9343,205,108,150,189,614,455,158,815,3565,918,0
4992,123,27,240,268,476,975,896,815,5040,733,0
220,169,1,240,336,476,975,721,815,6465,22,0
8220,1612,1307,90,365,413,860,504,700,3780,1899,0
7182,4669,1169,90,3516,233,1345,1001,308,3780,2204,0
441,208,3,180,322,476,985,757,815,3495,2352,0
14042,786,95,150,781,750,540,163,485,720,349,0
12535,1152,817,180,489,671,930,906,349,550,5720,0
9761,515,441,180,191,485,140,164,281,2880,43,0
8449,1041,179,150,964,101,130,183,128,4230,50,0
12873,1837,1625,90,269,671,820,483,700,3780,128,0
12655,7731,7818,90,1373,128,1400,1034,700,3780,839,0
1737,849,180,240,851,456,1015,835,128,3960,622,1
7569,5833,3513,90,2357,262,1130,731,700,3780,31,1
11094,1195,1834,155,889,134,640,609,609,2880,6108,0
8446,822,78,110,797,377,285,172,485,5160,167,0
7999,189,249,300,180,128,840,852,485,4080,1044,1
5836,1414,340,150,1189,413,730,744,128,4230,3928,1
13582,434,340,360,394,153,1495,1115,349,1049,1219,1
767,789,69,180,839,671,1170,929,349,2963,2933,1
2698,3806,2979,240,1019,456,1030,792,128,3960,4220,1
2584,691,143,240,731,815,225,166,128,4890,399,0
13546,1577,309,240,1445,476,975,755,815,5160,48,1
4995,221,172,240,222,476,975,851,815,5040,752,0
293,529,180,180,469,216,735,492,815,2880,133,0
7844,855,106,150,841,281,255,456,524,2880,1112,0
14335,528,290,90,267,700,845,546,628,3780,386,0
10269,1969,697,240,1467,403,1180,951,809,4020,1834,0
3884,611,340,240,452,286,985,881,128,3960,3046,1
5391,1405,357,90,1095,476,1700,1278,700,3780,225,0
9656,1228,609,780,1389,349,1162,840,144,473,171,0
3220,5845,5785,300,323,690,750,650,555,1560,1810,0
5655,2947,1635,240,1501,411,850,711,128,3960,492,0
9741,490,307,180,303,485,155,127,610,2880,9,0
6333,1092,93,300,1253,413,1000,951,128,3960,782,0
1383,37991,37030,90,989,815,1220,1041,700,3780,107,0
4598,442,370,150,163,610,145,147,128,4230,1065,1
12642,1661,1069,240,769,815,845,735,371,5220,1958,0
10241,1394,1319,240,247,798,745,529,815,5100,31,1
8671,1585,233,300,1616,555,805,667,371,1560,244,0
8547,888,282,150,696,485,175,251,256,1520,1811,0
13540,30,52,300,351,476,1005,886,671,1200,8136,0
12639,624,777,780,598,349,780,648,187,460,2114,0
9438,163,175,150,115,614,455,180,815,3565,838,0
13343,3485,3155,240,530,441,970,871,128,3960,3071,1
14337,691,507,90,264,700,1935,1424,431,3780,2738,0
11238,3699,2988,150,809,238,435,299,128,4230,2939,1
243,411,354,300,284,476,975,758,815,6060,6144,1
3587,767,481,90,342,700,1865,1380,431,3780,1326,0
14518,831,211,90,668,485,1250,906,700,3780,74,0
1072,59,167,240,73,770,390,158,128,3960,1032,1
11559,139,141,150,94,128,765,666,610,3600,462,0
671,575,528,300,310,555,740,690,371,1560,62,0
12188,3088,2955,240,339,809,725,658,128,3960,2789,2
11219,743,268,300,711,485,135,117,377,5060,2788,0
5675,1321,1239,150,191,413,700,690,128,4230,10302,1
14661,543,334,300,449,403,1155,962,815,5600,1312,0
13791,320,1,240,514,490,1035,939,128,3960,485,1
3533,2679,191,240,2682,815,760,751,609,7680,3063,0
12455,723,645,240,272,700,890,1032,128,4140,41,1
6529,80,20,240,251,128,970,754,456,3960,278,0
7115,138,68,240,246,783,255,154,815,4890,1678,1
6545,618,424,90,232,700,1275,822,815,3780,87,0
309,902,110,240,973,456,1030,961,128,3960,60,1
7567,131,56,150,163,614,455,220,815,3565,843,0
5058,1501,226,90,1314,538,950,694,700,3780,934,1
5370,112,47,150,189,128,685,575,783,3690,108,0
7481,1694,1555,300,395,431,811,537,256,2940,229,0
871,427,185,165,352,555,850,550,815,2880,127,0
2585,55,35,570,530,391,80,287,281,2850,36,1
6710,14387,13918,90,562,527,1380,1092,700,3780,1831,1
5461,126,55,1500,1511,371,1000,862,815,5220,534,1
11328,413,625,420,151,485,95,31,815,6150,14254,1
6591,4334,4135,90,238,700,1855,1375,281,3780,1169,0
1649,1189,147,180,1162,628,970,729,349,385,2834,1
3923,199,39,240,354,815,295,174,527,5100,169,0
10412,1005,254,240,953,815,1020,820,671,4680,85,0
4277,152,85,135,138,815,215,158,128,4890,39,0
11858,1322,919,90,428,128,1225,1002,700,3780,20,0
4178,1304,314,240,1176,815,1020,857,671,4680,73,0
2573,77,40,240,219,815,270,136,391,5070,1140,0
1159,2955,1645,180,1468,597,935,758,308,2220,6939,0
7382,955,439,240,704,366,400,184,128,3960,368,0
10349,750,596,360,486,485,845,708,308,1590,160,0
13753,1552,1192,300,600,609,820,633,815,5315,24,0
8970,1470,1122,300,378,216,720,783,809,3840,1088,1
8461,806,115,150,784,377,285,207,485,5160,296,0
7507,140,49,150,176,431,775,500,815,2880,1421,0
2068,1898,1582,90,341,597,1100,773,700,3780,1,1
3598,4005,3805,90,247,700,815,403,206,3780,5940,0
8954,2250,486,90,1817,700,1270,820,281,3780,291,0
5452,189,113,120,165,256,375,167,815,3180,692,0
4010,761,66,240,888,815,290,230,485,5160,771,0
13916,566,446,150,210,721,721,470,815,6990,2936,1
10342,861,112,240,932,815,265,125,391,5070,517,0
13353,1697,1592,240,302,441,970,744,128,3960,2513,1
5737,841,283,150,689,134,165,213,128,4230,3212,1
10058,244,67,135,289,815,290,366,485,5160,69,0
5541,1548,347,240,1438,411,910,632,128,3900,266,0
6644,12045,9374,90,2742,233,1365,1221,700,3780,84,0
878,5064,4789,240,492,134,435,271,128,3960,574,0
8216,1426,1,300,1686,299,815,938,815,5590,26,0
4636,1023,107,240,1107,815,890,839,597,5160,6157,0
1020,1737,1451,300,539,753,1275,1340,128,4020,62,1
6933,2340,28,240,2513,128,960,679,597,3960,205,0
5007,124,62,240,234,476,975,799,815,5040,756,0
10252,2178,455,90,1754,187,750,553,700,3780,632,0
3244,898,177,240,912,456,1015,787,128,3960,1551,0
4838,789,145,150,748,256,110,1299,128,4230,4243,1
1714,123,66,150,173,128,765,585,610,3600,306,0
3692,4843,4177,90,731,700,860,470,413,3780,3859,0
2572,111,70,135,116,815,195,188,233,5220,525,0
1478,1412,258,90,1184,815,1210,993,700,3780,907,0
229,302,208,240,270,476,975,716,815,5040,816,0
7328,343,214,180,249,134,495,517,349,550,1958,0
5996,154,48,120,126,228,890,780,597,5160,3532,0
6899,1426,24,240,1697,128,970,751,456,3960,204,0
4909,268,76,270,398,216,735,572,815,5315,39,0
5073,2521,227,180,2414,597,1050,821,815,5400,3009,0
3765,1303,117,240,1371,815,620,614,216,6300,674,0
1655,97,6,240,181,787,1305,1401,349,526,784,1
7087,1625,500,150,1263,413,730,707,128,4200,887,0
12648,3035,2832,240,377,445,995,829,128,3960,1352,0
9377,1443,1043,240,608,128,790,546,431,3900,2738,1
5804,55,99,155,51,134,100,91,281,2850,133,1
5135,6053,4558,260,257,431,1045,500,256,600,1643,0
9594,735,279,300,696,476,720,783,349,310,2375,0
11793,7080,4604,300,2737,809,645,535,201,3960,2031,0
1989,20680,20496,90,208,113,1130,750,700,3780,253,0
11218,1390,1490,315,174,575,800,693,555,1560,636,0
9437,164,184,150,107,614,455,181,815,3565,837,0
2814,74,2,150,164,166,130,130,128,4230,1529,1
9572,1182,675,90,537,299,820,461,700,3780,1448,1
7770,80,55,150,114,281,75,317,366,2880,1,0
11655,900,826,240,304,752,585,691,128,3960,346,1
7932,873,316,90,590,403,700,339,700,3780,178,0
3475,514,217,90,349,700,1865,1333,431,3780,4466,0
4693,830,291,240,722,815,265,123,391,5070,3334,0
4663,172,171,135,75,815,280,202,485,5160,1169,0
9403,4386,1089,240,3495,128,995,926,789,3960,10189,0
9138,285,111,150,278,727,125,161,128,4230,1852,1
14348,1862,1292,90,613,485,1250,892,700,3780,571,0
4614,1215,220,240,1178,815,265,189,614,5460,5832,0
855,247,162,150,173,431,775,871,815,3955,33,0
2551,84,20,150,152,327,110,108,281,2880,41,0
6885,112,40,240,263,128,970,699,456,3960,215,0
4877,184,63,150,212,431,795,496,815,3955,4503,0
129,439,219,270,422,216,735,671,815,3900,4661,1
14242,731,296,510,901,144,855,547,349,402,1374,1
3958,1054,278,240,959,815,760,742,609,7680,2503,0
316,437,9,300,668,609,830,831,815,5100,2,1
3836,10241,8423,90,1848,281,1345,1322,700,3780,776,1
13981,221,320,240,144,233,1590,4044,128,3960,1,1
3962,214,2,135,301,815,285,185,485,5160,321,0
4033,902,200,240,889,815,415,52,576,6060,35042,0
12628,1566,50,240,1759,456,1180,907,349,384,5,1
9,3742,2769,300,1233,789,1050,1080,128,3960,2021,1
1861,440,239,90,367,308,1040,690,233,3780,710,0
6397,1937,1519,90,450,700,1240,829,815,3780,94,0
3871,790,38,180,867,391,390,162,815,5295,231,0
10087,552,234,120,328,236,90,84,815,5160,182,1
10746,219,181,155,139,134,100,109,281,2880,44,0
3393,4138,358,240,3971,815,1020,899,671,4680,181,0
9735,292,82,240,387,815,195,255,233,5220,672,0
7447,975,189,300,1049,256,895,854,308,2040,1078,0
7169,1373,236,150,1268,413,730,688,128,4200,1044,0
9158,1205,262,90,987,456,880,532,700,3420,26069,1
13712,1605,596,300,1264,308,805,652,256,2940,3117,0
219,108,29,240,256,476,975,736,815,5040,840,0
3057,882,726,90,244,671,815,680,700,3780,1025,0
1218,1494,970,290,731,299,555,643,349,550,3030,0
2769,263,219,150,144,166,130,206,128,4230,150,1
14220,1460,3,480,1848,476,990,746,349,350,1717,1
7398,4983,4634,240,530,366,390,136,128,3960,13072,1
680,645,570,180,195,151,840,280,308,2940,51,1
3432,2201,1893,90,359,700,1240,1038,281,3780,2758,0
3830,8343,8086,90,293,671,815,571,700,3780,1239,1
12742,427,287,90,173,561,690,407,700,3780,265,1
9940,675,92,240,764,815,385,250,524,5460,2695,0
9405,132,55,150,166,614,455,172,815,3565,876,0
5178,863,154,240,893,391,270,134,815,5160,2917,1
8803,4763,3910,90,883,700,535,170,468,3780,1315,0
6469,404,281,240,323,485,150,149,349,550,5343,0
10978,1305,423,155,96,134,90,176,610,2880,746,0
14502,1378,1030,90,412,485,1250,883,700,3780,45,0
10281,519,587,240,116,366,630,552,134,4140,385,1
13534,5,41,300,227,476,1005,825,671,1200,771,0
9867,149,65,135,154,815,390,580,770,8990,247,0
5463,242,89,1500,1593,371,1000,885,815,5280,1228,1
3007,205,138,120,121,727,210,194,485,2880,960,0
13607,220,203,300,302,216,890,530,476,1200,611,1
3353,1287,112,240,1381,571,749,642,413,411,1845,0
5355,86,96,240,195,128,115,82,815,4230,64,0
425,1340,393,540,1455,609,975,757,349,400,275,1
12624,2306,1872,300,686,256,710,542,431,4080,8554,0
16,1004,227,300,1067,789,1050,962,128,7200,6148,0
9410,192,186,150,96,614,455,185,815,3685,3854,0
13062,2168,1973,90,316,671,820,530,700,3780,10296,1
9977,1049,75,240,1155,815,995,797,671,4680,285,0
6146,2570,1932,180,500,485,885,647,149,1140,4574,1
3733,698,37,180,802,128,265,268,815,7875,1189,1
8932,1194,355,90,886,700,585,130,257,3780,1604,0
5121,4917,4630,180,407,166,2010,1577,349,420,461,1
8077,1496,1406,150,193,411,585,625,128,4230,5359,1
705,1136,831,240,485,548,715,708,349,385,1260,0
2868,639,506,180,253,671,780,774,349,550,970,0
3420,924,93,240,1014,815,265,214,614,5460,4305,0
13773,1460,392,90,1103,128,1225,857,700,3780,106,0
7821,5432,1584,300,1229,144,1095,532,490,6630,126,0
13220,8837,7174,150,1792,349,2165,791,144,2880,2085,0
2041,2725,718,420,2479,349,1160,856,597,665,2548,0
1489,39492,36456,90,3067,815,1220,1038,700,4625,1265,0
2752,241,54,150,387,166,165,133,128,4260,1115,0
1759,877,229,240,834,456,1015,773,128,3960,451,1
10298,72,50,210,172,809,470,492,349,475,4907,0
12007,3157,40,180,1397,388,600,447,349,358,2787,1
4629,1179,243,240,1116,815,685,762,555,5760,1041,0
15,3905,3103,240,1001,789,1050,1153,128,3900,835,1
1840,187,113,150,193,128,620,115,166,3740,5577,0
2595,174,91,240,263,815,215,140,128,4890,696,0
10672,202,38,240,373,815,275,100,391,5070,954,0
2762,718,93,240,811,166,405,230,128,4020,422,1
297,1235,383,150,943,456,1030,782,128,4230,2035,1
3252,4216,4104,300,340,671,1035,923,144,4080,1590,0
10062,235,19,135,287,815,390,580,770,7550,45,0
5865,4705,5305,780,139,548,395,223,308,1590,1473,0
12049,1411,1125,150,395,128,1245,1165,441,3670,3206,0
9515,93,66,150,120,614,455,175,815,3565,871,0
6608,753,226,150,616,391,370,146,128,4230,1131,1
258,149,81,240,245,476,975,805,815,5160,782,0
12341,1570,1507,150,158,233,375,93,815,3260,4001,0
12857,258,94,150,271,166,410,133,128,4230,454,1
9183,910,150,300,1024,527,755,651,609,2820,584,1
10153,166,114,135,122,815,270,190,391,5070,1226,0
8735,427,1,240,627,128,960,741,476,3960,1,0
8597,480,55,180,547,485,885,885,149,6960,150,1
5186,181,182,150,99,391,385,143,815,3160,546,0
4650,1387,447,240,1126,815,685,726,555,5760,3796,0
12407,907,581,240,515,281,385,170,128,3960,10378,1
10309,94,93,180,129,815,167,114,391,773,725,0
2910,60,67,150,92,461,125,127,128,4230,1462,1
2800,146,83,150,153,166,130,147,128,4230,285,1
3752,271,20,270,880,349,1170,1263,456,435,5858,0
7711,1017,1,240,1228,789,1040,815,128,3960,882,0
2433,1378,785,90,632,700,880,724,597,3780,3903,0
7236,969,318,240,831,233,380,135,398,9760,1551,0
7559,163,106,150,144,614,455,186,815,3565,3772,0
4544,6426,5981,240,641,548,920,691,128,3960,154,0
8228,1365,509,90,922,413,855,481,700,3780,1074,0
5580,9107,6417,240,2874,411,850,835,128,3960,2948,0
7176,1399,462,90,1904,233,1430,1314,700,3780,280,1
6061,172,19,180,273,603,600,274,349,5280,24,2
1669,823,136,240,880,456,1015,995,128,3960,912,1
11519,131,63,240,270,800,860,831,128,3960,442,1
13840,35769,35851,90,465,233,1385,1113,700,3780,241,1
9745,171,93,240,255,815,215,202,128,4890,7,0
11919,1577,1134,240,672,753,1320,1067,128,3960,1262,1
4647,178,79,240,278,815,280,202,485,5160,1584,0
381,12192,11618,90,641,349,1215,808,700,3780,300,0
11708,1167,452,180,1290,609,465,259,695,3315,11,1
4506,1006,89,240,1099,815,1020,945,671,4680,386,0
14174,213,98,120,76,118,2670,2469,349,1049,1097,1
7058,1055,809,240,447,179,375,176,128,3960,6068,1
9834,95,37,180,170,485,145,115,281,2880,89,0
411,1011,60,180,1071,597,1055,1019,815,5040,2155,0
11131,113,50,135,143,815,195,128,233,5220,3517,0
2805,87,111,180,102,166,220,163,128,4140,1180,0
3999,3507,3223,90,304,597,1025,872,700,3840,36,0
13100,4299,2672,540,2140,411,1065,777,349,350,6156,1
12261,1210,1050,150,250,413,730,745,349,1335,1515,1
14446,700,206,90,521,700,1330,944,485,3780,2321,0
2214,2051,1266,90,913,308,1045,1591,233,3780,117,0
1869,1665,622,240,1236,128,925,688,174,3960,67,0
14419,1529,1036,90,522,485,1250,881,700,3780,36,0
6023,704,244,180,588,179,195,129,128,4140,91,1
12025,1121,439,180,782,144,550,615,349,370,1470,1
5814,170,101,150,165,391,385,133,815,3160,494,0
347,2390,52,165,2372,128,1035,867,413,3960,590,0
4993,174,48,240,298,476,975,873,815,5040,2170,0
13936,501,1,150,625,490,775,771,128,4230,4907,1
11380,871,411,150,556,366,130,128,128,4230,6015,1
13640,1157,268,540,1369,609,895,566,349,402,267,1
11930,1662,269,250,1587,597,1125,1198,349,550,1033,0
10063,30,34,135,76,815,285,300,485,5160,304,0
9942,997,174,240,1005,815,215,173,128,4890,1416,0
1723,240,103,150,255,128,740,230,281,3600,3480,0
103,1443,1247,180,303,476,975,742,815,3495,1090,0
1977,368,233,150,246,485,400,170,815,3920,35,0
9545,240,140,150,202,614,155,167,815,5100,1076,1
9888,844,127,300,1000,628,910,1089,128,3960,758,1
3389,1025,319,240,890,456,1015,831,128,3960,1570,0
13598,1630,387,240,1433,398,765,524,413,9700,325,0
12056,130,157,300,225,201,880,379,555,1560,2214,0
257,184,74,240,279,476,975,774,815,5040,22,0
8842,1097,134,90,996,815,1220,1074,700,3780,1397,0
11954,2900,2874,300,301,356,895,708,308,1620,3185,1
5526,136,72,240,244,256,980,697,815,5530,23,0
12403,105,61,150,153,281,540,112,166,2850,1161,0
6420,250,180,300,339,555,805,584,371,1560,102,0
1241,3916,1938,90,2069,527,1380,1138,700,3780,1326,1
10186,2776,1081,240,1986,798,745,598,815,5585,1261,0
2885,174,87,120,148,727,105,96,281,2880,3086,1
9534,1156,1122,150,123,614,455,182,815,3565,891,0
7,194,146,180,162,555,850,638,815,5220,499,1
2616,564,23,135,619,815,300,152,527,5100,293,0
10543,1046,207,240,1039,815,200,162,233,5340,102,0
10144,128,41,135,173,815,285,242,485,5160,131,0
1010,551,261,420,650,548,1160,898,349,475,2001,1
7163,2694,2621,210,242,520,785,803,349,550,680,0
8455,331,241,150,191,101,150,126,128,4200,1031,0
3538,252,184,240,246,815,215,180,128,4890,696,0
7891,1942,972,90,1012,233,1395,1145,700,3780,7846,1
3589,1086,29,240,1250,815,760,755,609,7680,140,0
8304,4859,4348,90,536,698,600,438,700,3780,2579,1
13558,185,64,240,289,476,975,690,815,5040,55,0
5128,5473,4501,420,1351,349,1434,1308,456,356,1984,0
7314,184,123,300,354,798,685,473,485,3960,1883,0
197,227,217,150,100,431,795,566,815,5395,70,0
11118,934,551,511,840,134,190,248,128,2850,309,0
1201,1045,890,90,181,520,735,489,700,3780,278,0
9420,1886,1668,90,256,456,1355,1097,700,3780,590,0
8845,1341,299,90,1072,815,1220,1038,700,3780,125,0
8880,3933,3322,90,644,700,605,239,698,3780,4501,0
3135,2776,94,270,2896,349,835,762,520,350,1332,0
4857,347,447,240,94,770,380,120,128,3960,3920,1
2026,100,60,180,221,243,545,259,815,5160,2794,2
3556,948,594,90,398,700,800,394,671,3780,2281,0
3488,2353,123,240,2413,815,265,186,614,5460,5773,0
8065,2643,2516,240,324,411,855,677,128,3960,2845,0
11712,7054,6974,240,281,809,740,527,128,3960,1280,1
5467,3066,2649,240,540,144,1055,898,256,600,842,0
2471,838,618,90,299,700,1935,1424,431,3780,2805,0
2874,329,329,90,226,579,1005,878,128,3780,43,0
2534,1644,1508,240,317,649,295,181,815,5160,1965,1
7030,280,265,300,264,371,840,738,431,1140,7473,0
5310,20,40,240,166,128,175,149,398,4230,44,0
1494,38054,35680,90,2402,815,1220,1010,700,4625,1228,0
12548,5618,4425,90,1223,815,1210,966,700,3780,228,0
3215,3000,2970,300,292,690,750,586,555,1560,3167,0
6825,5478,5207,90,310,700,735,461,187,3780,80033,0
14280,1444,22,420,1822,349,1046,790,441,1049,1368,0
12441,215,64,150,261,281,135,231,815,2880,585,0
5624,1714,1491,240,423,609,770,831,128,3960,565,1
11013,196,166,150,116,281,410,180,815,3480,822,0
723,2681,2152,180,668,671,1170,1068,349,1532,2784,1
2695,2556,1667,150,1005,456,790,757,128,4200,1431,0
50,397,5,300,625,609,820,780,815,5315,15,0
7889,147,80,210,212,663,255,104,815,5040,1390,1
10059,1011,58,240,1136,815,995,802,671,4680,370,0
10127,10861,7540,90,3949,187,1245,801,128,3780,2245,0
1542,1843,1663,300,434,371,750,762,555,1560,8782,0
8472,7129,6993,90,162,113,1105,750,700,3780,492,0
